,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
229,230,2010,1,10,13,4,-1,-1,-1,70,-14.0,53.0,1031.0,-6.0,NW,9.39,0.0,0.0
230,231,2010,1,10,14,4,-1,-1,-1,68,-14.0,53.0,1031.0,-6.0,NW,12.52,0.0,0.0
231,232,2010,1,10,15,4,-1,-1,-1,71,-13.0,53.0,1030.0,-5.0,NW,14.31,0.0,0.0
232,233,2010,1,10,16,4,-1,-1,-1,88,-14.0,49.0,1031.0,-5.0,NW,16.1,0.0,0.0
233,234,2010,1,10,17,4,-1,-1,-1,84,-14.0,53.0,1031.0,-6.0,NW,19.23,0.0,0.0
234,235,2010,1,10,18,4,-1,-1,-1,83,-13.0,62.0,1032.0,-7.0,NW,23.25,0.0,0.0
235,236,2010,1,10,19,4,-1,-1,-1,66,-15.0,48.0,1032.0,-6.0,NW,27.27,0.0,0.0
236,237,2010,1,10,20,4,-1,-1,-1,27,-15.0,48.0,1033.0,-6.0,NW,30.4,0.0,0.0
237,238,2010,1,10,21,4,-1,-1,-1,24,-15.0,42.0,1034.0,-4.0,NW,35.32,0.0,0.0
238,239,2010,1,10,22,4,-1,-1,-1,22,-16.0,38.0,1034.0,-4.0,NW,44.26,0.0,0.0
239,240,2010,1,10,23,4,-1,-1,-1,23,-17.0,38.0,1035.0,-5.0,NW,52.31,0.0,0.0
240,241,2010,1,11,0,4,-1,-1,-1,27,-17.0,41.0,1035.0,-6.0,NW,60.36,0.0,0.0
241,242,2010,1,11,1,4,-1,-1,-1,23,-17.0,48.0,1035.0,-8.0,NW,0.89,0.0,0.0
242,243,2010,1,11,2,4,-1,-1,-1,17,-19.0,51.0,1036.0,-11.0,NW,4.02,0.0,0.0
243,244,2010,1,11,3,4,-1,-1,-1,17,-20.0,47.0,1036.0,-11.0,NW,8.94,0.0,0.0
244,245,2010,1,11,4,4,-1,-1,-1,16,-21.0,43.0,1035.0,-11.0,NE,4.02,0.0,0.0
245,246,2010,1,11,5,4,-1,-1,-1,16,-22.0,43.0,1035.0,-12.0,NW,3.13,0.0,0.0
246,247,2010,1,11,6,4,-1,-1,-1,20,-22.0,43.0,1035.0,-12.0,NE,4.92,0.0,0.0
247,248,2010,1,11,7,4,-1,-1,-1,20,-22.0,46.0,1036.0,-13.0,NW,5.81,0.0,0.0
248,249,2010,1,11,8,4,-1,-1,-1,18,-22.0,34.0,1036.0,-9.0,NW,13.86,0.0,0.0
249,250,2010,1,11,9,4,-1,-1,-1,25,-22.0,36.0,1036.0,-10.0,NW,21.91,0.0,0.0
250,251,2010,1,11,10,4,-1,-1,-1,26,-22.0,34.0,1036.0,-9.0,NW,29.06,0.0,0.0
251,252,2010,1,11,11,4,-1,-1,-1,27,-21.0,37.0,1036.0,-9.0,NW,33.08,0.0,0.0
252,253,2010,1,11,12,4,-1,-1,-1,28,-20.0,32.0,1035.0,-6.0,NW,42.02,0.0,0.0
253,254,2010,1,11,13,4,-1,-1,-1,15,-19.0,32.0,1034.0,-5.0,NW,50.96,0.0,0.0
254,255,2010,1,11,14,4,-1,-1,-1,24,-19.0,32.0,1033.0,-5.0,NW,59.01,0.0,0.0
255,256,2010,1,11,15,4,-1,-1,-1,13,-20.0,29.0,1033.0,-5.0,NW,66.16,0.0,0.0
256,257,2010,1,11,16,4,-1,-1,-1,13,-20.0,29.0,1032.0,-5.0,NW,71.97,0.0,0.0
257,258,2010,1,11,17,4,-1,-1,-1,13,-20.0,29.0,1033.0,-5.0,NW,76.89,0.0,0.0
258,259,2010,1,11,18,4,-1,-1,-1,17,-20.0,34.0,1033.0,-7.0,NW,81.81,0.0,0.0
259,260,2010,1,11,19,4,-1,-1,-1,20,-22.0,29.0,1033.0,-7.0,NW,85.83,0.0,0.0
260,261,2010,1,11,20,4,-1,-1,-1,27,-22.0,31.0,1033.0,-8.0,NW,89.85,0.0,0.0
261,262,2010,1,11,21,4,-1,-1,-1,20,-23.0,33.0,1033.0,-10.0,NW,91.64,0.0,0.0
262,263,2010,1,11,22,4,-1,-1,-1,15,-23.0,42.0,1033.0,-13.0,NW,93.43,0.0,0.0
263,264,2010,1,11,23,4,-1,-1,-1,21,-22.0,43.0,1032.0,-12.0,NE,0.89,0.0,0.0
264,265,2010,1,12,0,4,-1,-1,-1,21,-22.0,55.0,1031.0,-15.0,NE,1.78,0.0,0.0
265,266,2010,1,12,1,4,-1,-1,-1,37,-22.0,50.0,1031.0,-14.0,NE,1.79,0.0,0.0
266,267,2010,1,12,2,4,-1,-1,-1,26,-22.0,50.0,1031.0,-14.0,NW,0.89,0.0,0.0
267,268,2010,1,12,3,4,-1,-1,-1,15,-24.0,59.0,1030.0,-18.0,NE,1.79,0.0,0.0
268,269,2010,1,12,4,4,-1,-1,-1,9,-24.0,39.0,1030.0,-13.0,NE,3.58,0.0,0.0
269,270,2010,1,12,5,4,-1,-1,-1,11,-25.0,38.0,1030.0,-14.0,NW,3.13,0.0,0.0
270,271,2010,1,12,6,4,-1,-1,-1,11,-24.0,42.0,1030.0,-14.0,NW,7.15,0.0,0.0
271,272,2010,1,12,7,4,-1,-1,-1,16,-25.0,33.0,1030.0,-12.0,NW,12.96,0.0,0.0
272,273,2010,1,12,8,4,-1,-1,-1,13,-26.0,35.0,1030.0,-14.0,NW,16.98,0.0,0.0
273,274,2010,1,12,9,4,-1,-1,-1,15,-25.0,33.0,1031.0,-12.0,NW,21.0,0.0,0.0
274,275,2010,1,12,10,4,-1,-1,-1,21,-25.0,30.0,1031.0,-11.0,NW,26.81,0.0,0.0
275,276,2010,1,12,11,4,-1,-1,-1,24,-24.0,33.0,1030.0,-11.0,NW,35.75,0.0,0.0
276,277,2010,1,12,12,4,-1,-1,-1,22,-23.0,36.0,1029.0,-11.0,NW,47.82,0.0,0.0
277,278,2010,1,12,13,4,-1,-1,-1,22,-22.0,39.0,1029.0,-11.0,NW,63.02,0.0,0.0
278,279,2010,1,12,14,4,-1,-1,-1,22,-23.0,36.0,1029.0,-11.0,NW,75.98,0.0,0.0
279,280,2010,1,12,15,4,-1,-1,-1,19,-22.0,39.0,1029.0,-11.0,NW,88.05,0.0,0.0
280,281,2010,1,12,16,4,-1,-1,-1,23,-23.0,36.0,1030.0,-11.0,NW,101.01,0.0,0.0
281,282,2010,1,12,17,4,-1,-1,-1,25,-24.0,33.0,1030.0,-11.0,NW,109.06,0.0,0.0
282,283,2010,1,12,18,4,-1,-1,-1,25,-24.0,33.0,1032.0,-11.0,NW,118.0,0.0,0.0
283,284,2010,1,12,19,4,-1,-1,-1,31,-23.0,36.0,1032.0,-11.0,NW,126.05,0.0,0.0
284,285,2010,1,12,20,4,-1,-1,-1,25,-23.0,39.0,1032.0,-12.0,NW,134.1,0.0,0.0
285,286,2010,1,12,21,4,-1,-1,-1,22,-24.0,36.0,1033.0,-12.0,NW,142.15,0.0,0.0
286,287,2010,1,12,22,4,-1,-1,-1,22,-23.0,39.0,1033.0,-12.0,NW,150.2,0.0,0.0
287,288,2010,1,12,23,4,-1,-1,-1,15,-23.0,39.0,1034.0,-12.0,NW,160.03,0.0,0.0
288,289,2010,1,13,0,4,-1,-1,-1,16,-24.0,36.0,1034.0,-12.0,NW,169.86,0.0,0.0
289,290,2010,1,13,1,4,-1,-1,-1,11,-24.0,36.0,1033.0,-12.0,NW,178.8,0.0,0.0
290,291,2010,1,13,2,4,-1,-1,-1,11,-25.0,33.0,1033.0,-12.0,NW,189.98,0.0,0.0
291,292,2010,1,13,3,4,-1,-1,-1,12,-24.0,39.0,1033.0,-13.0,NW,198.03,0.0,0.0
292,293,2010,1,13,4,4,-1,-1,-1,11,-25.0,33.0,1032.0,-12.0,NW,205.18,0.0,0.0
293,294,2010,1,13,5,4,-1,-1,-1,12,-25.0,33.0,1033.0,-12.0,NW,215.01,0.0,0.0
294,295,2010,1,13,6,4,-1,-1,-1,27,-25.0,33.0,1032.0,-12.0,NW,226.19,0.0,0.0
295,296,2010,1,13,7,4,-1,-1,-1,28,-25.0,33.0,1032.0,-12.0,NW,235.13,0.0,0.0
296,297,2010,1,13,8,4,-1,-1,-1,34,-25.0,33.0,1032.0,-12.0,NW,243.18,0.0,0.0
297,298,2010,1,13,9,4,-1,-1,-1,33,-23.0,36.0,1033.0,-11.0,NW,252.12,0.0,0.0
298,299,2010,1,13,10,4,-1,-1,-1,36,-23.0,33.0,1033.0,-10.0,NW,257.93,0.0,0.0
299,300,2010,1,13,11,4,-1,-1,-1,26,-22.0,34.0,1033.0,-9.0,NW,263.74,0.0,0.0
300,301,2010,1,13,12,4,-1,-1,-1,49,-21.0,34.0,1031.0,-8.0,NW,270.89,0.0,0.0
301,302,2010,1,13,13,4,-1,-1,-1,52,-21.0,29.0,1030.0,-6.0,NW,278.94,0.0,0.0
302,303,2010,1,13,14,4,-1,-1,-1,47,-20.0,29.0,1029.0,-5.0,NW,286.99,0.0,0.0
303,304,2010,1,13,15,4,-1,-1,-1,47,-22.0,24.0,1028.0,-5.0,NW,294.14,0.0,0.0
304,305,2010,1,13,16,4,-1,-1,-1,39,-21.0,27.0,1028.0,-5.0,NW,299.06,0.0,0.0
305,306,2010,1,13,17,4,-1,-1,-1,59,-19.0,37.0,1028.0,-7.0,SE,1.79,0.0,0.0
306,307,2010,1,13,18,4,-1,-1,-1,76,-19.0,40.0,1028.0,-8.0,SE,0.45,0.0,0.0
307,308,2010,1,13,19,4,-1,-1,-1,96,-20.0,40.0,1028.0,-9.0,SE,1.34,0.0,0.0
308,309,2010,1,13,20,4,-1,-1,-1,95,-19.0,47.0,1027.0,-10.0,SE,1.79,0.0,0.0
309,310,2010,1,13,21,4,-1,-1,-1,68,-19.0,60.0,1027.0,-13.0,NE,0.89,0.0,0.0
310,311,2010,1,13,22,4,-1,-1,-1,65,-18.0,60.0,1027.0,-12.0,NE,1.78,0.0,0.0
311,312,2010,1,13,23,4,-1,-1,-1,75,-18.0,66.0,1027.0,-13.0,NE,0.89,0.0,0.0
312,313,2010,1,14,0,4,-1,-1,-1,257,-18.0,71.0,1026.0,-14.0,NE,1.78,0.0,0.0
313,314,2010,1,14,1,4,-1,-1,-1,174,-20.0,65.0,1025.0,-15.0,NE,2.67,0.0,0.0
314,315,2010,1,14,2,4,-1,-1,-1,164,-20.0,65.0,1025.0,-15.0,NW,0.89,0.0,0.0
315,316,2010,1,14,3,4,-1,-1,-1,161,-20.0,71.0,1025.0,-16.0,NW,1.78,0.0,0.0
316,317,2010,1,14,4,4,-1,-1,-1,137,-20.0,71.0,1024.0,-16.0,NW,3.57,0.0,0.0
317,318,2010,1,14,5,4,-1,-1,-1,92,-21.0,71.0,1024.0,-17.0,NW,6.7,0.0,0.0
318,319,2010,1,14,6,4,-1,-1,-1,64,-19.0,65.0,1023.0,-14.0,NW,10.72,0.0,0.0
319,320,2010,1,14,7,4,-1,-1,-1,87,-21.0,71.0,1023.0,-17.0,NW,13.85,0.0,0.0
320,321,2010,1,14,8,4,-1,-1,-1,87,-19.0,71.0,1024.0,-15.0,NW,15.64,0.0,0.0
321,322,2010,1,14,9,4,-1,-1,-1,84,-19.0,65.0,1024.0,-14.0,NW,18.77,0.0,0.0
322,323,2010,1,14,10,4,-1,-1,-1,95,-18.0,51.0,1024.0,-10.0,NW,22.79,0.0,0.0
323,324,2010,1,14,11,4,-1,-1,-1,79,-17.0,52.0,1023.0,-9.0,NW,24.58,0.0,0.0
324,325,2010,1,14,12,4,-1,-1,-1,75,-16.0,45.0,1023.0,-6.0,NW,26.37,0.0,0.0
325,326,2010,1,14,13,4,-1,-1,-1,79,-17.0,38.0,1022.0,-5.0,NW,28.16,0.0,0.0
326,327,2010,1,14,14,4,-1,-1,-1,86,-16.0,41.0,1022.0,-5.0,NW,29.95,0.0,0.0
327,328,2010,1,14,15,4,-1,-1,-1,72,-15.0,42.0,1022.0,-4.0,NW,33.08,0.0,0.0
328,329,2010,1,14,16,4,-1,-1,-1,89,-16.0,38.0,1023.0,-4.0,SE,0.89,0.0,0.0
329,330,2010,1,14,17,4,-1,-1,-1,94,-15.0,45.0,1025.0,-5.0,SE,1.79,0.0,0.0
330,331,2010,1,14,18,4,-1,-1,-1,69,-14.0,42.0,1026.0,-3.0,NW,5.81,0.0,0.0
331,332,2010,1,14,19,4,-1,-1,-1,49,-16.0,35.0,1027.0,-3.0,NW,11.62,0.0,0.0
332,333,2010,1,14,20,4,-1,-1,-1,33,-15.0,42.0,1029.0,-4.0,NW,20.56,0.0,0.0
333,334,2010,1,14,21,4,-1,-1,-1,27,-16.0,41.0,1031.0,-5.0,NW,24.58,0.0,0.0
334,335,2010,1,14,22,4,-1,-1,-1,20,-17.0,41.0,1032.0,-6.0,NE,3.13,0.0,0.0
335,336,2010,1,14,23,4,-1,-1,-1,36,-18.0,38.0,1033.0,-6.0,NE,8.05,0.0,0.0
336,337,2010,1,15,0,4,-1,-1,-1,37,-19.0,37.0,1034.0,-7.0,NE,13.86,0.0,0.0
337,338,2010,1,15,1,4,-1,-1,-1,30,-17.0,48.0,1035.0,-8.0,NW,5.81,0.0,0.0
338,339,2010,1,15,2,4,-1,-1,-1,18,-18.0,51.0,1035.0,-10.0,NW,11.62,0.0,0.0
339,340,2010,1,15,3,4,-1,-1,-1,21,-19.0,47.0,1036.0,-10.0,NW,14.75,0.0,0.0
340,341,2010,1,15,4,4,-1,-1,-1,13,-19.0,40.0,1036.0,-9.0,NW,19.67,0.0,0.0
341,342,2010,1,15,5,4,-1,-1,-1,23,-19.0,40.0,1036.0,-9.0,NE,7.15,0.0,0.0
342,343,2010,1,15,6,4,-1,-1,-1,26,-20.0,40.0,1037.0,-9.0,NE,12.96,0.0,0.0
343,344,2010,1,15,7,4,-1,-1,-1,27,-19.0,44.0,1037.0,-9.0,NE,18.77,0.0,0.0
344,345,2010,1,15,8,4,-1,-1,-1,30,-19.0,40.0,1038.0,-8.0,NE,22.79,0.0,0.0
345,346,2010,1,15,9,4,-1,-1,-1,28,-19.0,40.0,1039.0,-8.0,NE,28.6,0.0,0.0
346,347,2010,1,15,10,4,-1,-1,-1,26,-19.0,37.0,1039.0,-7.0,NE,35.75,0.0,0.0
347,348,2010,1,15,11,4,-1,-1,-1,26,-18.0,38.0,1039.0,-6.0,NE,41.56,0.0,0.0
348,349,2010,1,15,12,4,-1,-1,-1,31,-18.0,35.0,1039.0,-5.0,NE,45.58,0.0,0.0
349,350,2010,1,15,13,4,-1,-1,-1,35,-17.0,35.0,1038.0,-4.0,NW,1.79,0.0,0.0
350,351,2010,1,15,14,4,-1,-1,-1,36,-16.0,35.0,1037.0,-3.0,SE,0.89,0.0,0.0
351,352,2010,1,15,15,4,-1,-1,-1,37,-17.0,33.0,1037.0,-3.0,SE,1.78,0.0,0.0
352,353,2010,1,15,16,4,-1,-1,-1,64,-17.0,30.0,1037.0,-2.0,SE,2.23,0.0,0.0
353,354,2010,1,15,17,4,-1,-1,-1,83,-15.0,45.0,1036.0,-5.0,SE,0.89,0.0,0.0
354,355,2010,1,15,18,4,-1,-1,-1,91,-15.0,48.0,1036.0,-6.0,SE,0.89,0.0,0.0
355,356,2010,1,15,19,4,-1,-1,-1,90,-15.0,48.0,1037.0,-6.0,SE,1.78,0.0,0.0
356,357,2010,1,15,20,4,-1,-1,-1,102,-14.0,53.0,1037.0,-6.0,SE,1.79,0.0,0.0
357,358,2010,1,15,21,4,-1,-1,-1,94,-14.0,61.0,1036.0,-8.0,SE,3.58,0.0,0.0
358,359,2010,1,15,22,4,-1,-1,-1,87,-14.0,72.0,1037.0,-10.0,NE,0.89,0.0,0.0
359,360,2010,1,15,23,4,-1,-1,-1,141,-15.0,78.0,1036.0,-11.0,NE,1.78,0.0,0.0
360,361,2010,1,16,0,4,-1,-1,-1,211,-15.0,72.0,1036.0,-11.0,NE,2.67,0.0,0.0
361,362,2010,1,16,1,4,-1,-1,-1,242,-16.0,78.0,1036.0,-13.0,NE,0.89,0.0,0.0
362,363,2010,1,16,2,4,-1,-1,-1,271,-16.0,72.0,1036.0,-12.0,NE,0.89,0.0,0.0
363,364,2010,1,16,3,4,-1,-1,-1,249,-16.0,78.0,1035.0,-13.0,NE,0.89,0.0,0.0
364,365,2010,1,16,4,4,-1,-1,-1,200,-15.0,78.0,1035.0,-12.0,NE,1.78,0.0,0.0
365,366,2010,1,16,5,4,-1,-1,-1,147,-14.0,72.0,1034.0,-10.0,NW,1.79,0.0,0.0
366,367,2010,1,16,6,4,-1,-1,-1,114,-15.0,66.0,1034.0,-10.0,NW,2.68,0.0,0.0
367,368,2010,1,16,7,4,-1,-1,-1,102,-15.0,72.0,1034.0,-11.0,NW,4.47,0.0,0.0
368,369,2010,1,16,8,4,-1,-1,-1,108,-15.0,72.0,1034.0,-11.0,NW,6.26,0.0,0.0
369,370,2010,1,16,9,4,-1,-1,-1,135,-14.0,67.0,1034.0,-9.0,NW,8.05,0.0,0.0
370,371,2010,1,16,10,4,-1,-1,-1,120,-14.0,67.0,1034.0,-9.0,NW,9.84,0.0,0.0
371,372,2010,1,16,11,4,-1,-1,-1,148,-13.0,57.0,1034.0,-6.0,NW,0.89,0.0,0.0
372,373,2010,1,16,12,4,-1,-1,-1,127,-13.0,53.0,1033.0,-5.0,NW,1.79,0.0,0.0
373,374,2010,1,16,13,4,-1,-1,-1,128,-12.0,53.0,1031.0,-4.0,NE,0.89,0.0,0.0
374,375,2010,1,16,14,4,-1,-1,-1,140,-12.0,49.0,1031.0,-3.0,NE,1.78,0.0,0.0
375,376,2010,1,16,15,4,-1,-1,-1,148,-12.0,49.0,1030.0,-3.0,NE,2.67,0.0,0.0
376,377,2010,1,16,16,4,-1,-1,-1,150,-11.0,53.0,1030.0,-3.0,NE,3.56,0.0,0.0
377,378,2010,1,16,17,4,-1,-1,-1,154,-11.0,58.0,1031.0,-4.0,NE,0.89,0.0,0.0
378,379,2010,1,16,18,4,-1,-1,-1,197,-12.0,67.0,1031.0,-7.0,NW,0.89,0.0,0.0
379,380,2010,1,16,19,4,-1,-1,-1,235,-12.0,67.0,1032.0,-7.0,NW,1.78,0.0,0.0
380,381,2010,1,16,20,4,-1,-1,-1,261,-12.0,72.0,1032.0,-8.0,NW,2.23,0.0,0.0
381,382,2010,1,16,21,4,-1,-1,-1,269,-12.0,78.0,1032.0,-9.0,NW,3.12,0.0,0.0
382,383,2010,1,16,22,4,-1,-1,-1,266,-13.0,85.0,1032.0,-11.0,NW,0.89,0.0,0.0
383,384,2010,1,16,23,4,-1,-1,-1,263,-14.0,78.0,1032.0,-11.0,NW,2.68,0.0,0.0
384,385,2010,1,17,0,4,-1,-1,-1,241,-15.0,78.0,1032.0,-12.0,NW,5.81,0.0,0.0
385,386,2010,1,17,1,4,-1,-1,-1,205,-14.0,78.0,1032.0,-11.0,NW,0.45,0.0,0.0
386,387,2010,1,17,2,4,-1,-1,-1,160,-14.0,78.0,1031.0,-11.0,NW,1.34,0.0,0.0
387,388,2010,1,17,3,4,-1,-1,-1,150,-14.0,85.0,1031.0,-12.0,NW,1.79,0.0,0.0
388,389,2010,1,17,4,4,-1,-1,-1,148,-14.0,78.0,1031.0,-12.0,NW,3.58,0.0,0.0
389,390,2010,1,17,5,4,-1,-1,-1,208,-14.0,72.0,1030.0,-10.0,NW,6.71,0.0,0.0
390,391,2010,1,17,6,4,-1,-1,-1,209,-14.0,78.0,1030.0,-11.0,NW,9.84,0.0,0.0
391,392,2010,1,17,7,4,-1,-1,-1,183,-15.0,66.0,1030.0,-10.0,NW,11.63,0.0,0.0
392,393,2010,1,17,8,4,-1,-1,-1,161,-13.0,78.0,1030.0,-10.0,NW,14.76,0.0,0.0
393,394,2010,1,17,9,4,-1,-1,-1,182,-13.0,67.0,1030.0,-8.0,NW,17.89,0.0,0.0
394,395,2010,1,17,10,4,-1,-1,-1,230,-12.0,62.0,1030.0,-6.0,SE,0.45,0.0,0.0
395,396,2010,1,17,11,4,-1,-1,-1,170,-11.0,62.0,1030.0,-5.0,SE,1.34,0.0,0.0
396,397,2010,1,17,12,4,-1,-1,-1,172,-11.0,58.0,1029.0,-4.0,SE,2.23,0.0,0.0
397,398,2010,1,17,13,4,-1,-1,-1,154,-11.0,53.0,1028.0,-3.0,SE,3.12,0.0,0.0
398,399,2010,1,17,14,4,-1,-1,-1,166,-10.0,50.0,1027.0,-1.0,SE,4.01,0.0,0.0
399,400,2010,1,17,15,4,-1,-1,-1,177,-11.0,46.0,1027.0,-1.0,SE,4.46,0.0,0.0
400,401,2010,1,17,16,4,-1,-1,-1,191,-10.0,50.0,1026.0,-1.0,SE,0.89,0.0,0.0
401,402,2010,1,17,17,4,-1,-1,-1,212,-10.0,58.0,1026.0,-3.0,SE,1.78,0.0,0.0
402,403,2010,1,17,18,4,-1,-1,-1,250,-10.0,67.0,1027.0,-5.0,SE,2.67,0.0,0.0
403,404,2010,1,17,19,4,-1,-1,-1,268,-10.0,73.0,1027.0,-6.0,NE,0.89,0.0,0.0
404,405,2010,1,17,20,4,-1,-1,-1,317,-11.0,73.0,1027.0,-7.0,NE,0.45,0.0,0.0
405,406,2010,1,17,21,4,-1,-1,-1,291,-10.0,79.0,1027.0,-7.0,NE,0.9,0.0,0.0
406,407,2010,1,17,22,4,-1,-1,-1,313,-11.0,85.0,1027.0,-9.0,NE,1.35,0.0,0.0
407,408,2010,1,17,23,4,-1,-1,-1,282,-12.0,78.0,1027.0,-9.0,NE,0.89,0.0,0.0
408,409,2010,1,18,0,4,-1,-1,-1,282,-12.0,85.0,1028.0,-10.0,NW,0.89,0.0,0.0
409,410,2010,1,18,1,4,-1,-1,-1,303,-13.0,85.0,1028.0,-11.0,NW,3.13,0.0,0.0
410,411,2010,1,18,2,4,-1,-1,-1,349,-11.0,85.0,1028.0,-9.0,NW,4.92,0.0,0.0
411,412,2010,1,18,3,4,-1,-1,-1,407,-13.0,78.0,1028.0,-10.0,NW,6.71,0.0,0.0
412,413,2010,1,18,4,4,-1,-1,-1,361,-13.0,85.0,1028.0,-11.0,NW,7.6,0.0,0.0
413,414,2010,1,18,5,4,-1,-1,-1,234,-13.0,85.0,1027.0,-11.0,NE,1.79,0.0,0.0
414,415,2010,1,18,6,4,-1,-1,-1,149,-14.0,78.0,1028.0,-11.0,NW,0.89,0.0,0.0
415,416,2010,1,18,7,4,-1,-1,-1,147,-14.0,78.0,1028.0,-11.0,NW,4.02,0.0,0.0
416,417,2010,1,18,8,4,-1,-1,-1,184,-14.0,78.0,1028.0,-11.0,NW,5.81,0.0,0.0
417,418,2010,1,18,9,4,-1,-1,-1,161,-11.0,67.0,1028.0,-6.0,NW,9.83,0.0,0.0
418,419,2010,1,18,10,4,-1,-1,-1,137,-10.0,67.0,1028.0,-5.0,NW,11.62,0.0,0.0
419,420,2010,1,18,11,4,-1,-1,-1,146,-9.0,63.0,1028.0,-3.0,NW,13.41,0.0,0.0
420,421,2010,1,18,12,4,-1,-1,-1,144,-8.0,58.0,1027.0,-1.0,NW,15.2,0.0,0.0
421,422,2010,1,18,13,4,-1,-1,-1,154,-9.0,50.0,1026.0,0.0,NW,16.99,0.0,0.0
422,423,2010,1,18,14,4,-1,-1,-1,173,-9.0,47.0,1025.0,1.0,NE,1.79,0.0,0.0
423,424,2010,1,18,15,4,-1,-1,-1,188,-9.0,47.0,1025.0,1.0,SE,0.89,0.0,0.0
424,425,2010,1,18,16,4,-1,-1,-1,203,-8.0,50.0,1025.0,1.0,SE,0.89,0.0,0.0
425,426,2010,1,18,17,4,-1,-1,-1,233,-7.0,63.0,1025.0,-1.0,SE,2.68,0.0,0.0
426,427,2010,1,18,18,4,-1,-1,-1,408,-7.0,68.0,1025.0,-2.0,SE,0.89,0.0,0.0
427,428,2010,1,18,19,4,-1,-1,-1,435,-7.0,73.0,1025.0,-3.0,SE,0.89,0.0,0.0
428,429,2010,1,18,20,4,-1,-1,-1,403,-5.0,79.0,1026.0,-2.0,NW,0.89,0.0,0.0
429,430,2010,1,18,21,4,-1,-1,-1,360,-5.0,74.0,1026.0,-1.0,NW,1.79,0.0,0.0
430,431,2010,1,18,22,4,-1,-1,-1,402,-5.0,74.0,1026.0,-1.0,NW,3.58,0.0,0.0
431,432,2010,1,18,23,4,-1,-1,-1,358,-6.0,68.0,1026.0,-1.0,NW,0.89,0.0,0.0
432,433,2010,1,19,0,4,-1,-1,-1,383,-4.0,80.0,1025.0,-1.0,NW,1.79,0.0,0.0
433,434,2010,1,19,1,4,-1,-1,-1,332,-5.0,74.0,1024.0,-1.0,NW,4.92,0.0,0.0
434,435,2010,1,19,2,4,-1,-1,-1,274,-5.0,74.0,1024.0,-1.0,NW,6.71,0.0,0.0
435,436,2010,1,19,3,4,-1,-1,-1,256,-5.0,74.0,1023.0,-1.0,NW,8.5,0.0,0.0
436,437,2010,1,19,4,4,-1,-1,-1,302,-4.0,80.0,1022.0,-1.0,NW,10.29,0.0,0.0
437,438,2010,1,19,5,4,-1,-1,-1,330,-4.0,80.0,1021.0,-1.0,NW,11.18,0.0,0.0
438,439,2010,1,19,6,4,-1,-1,-1,367,-4.0,80.0,1021.0,-1.0,NW,12.07,0.0,0.0
439,440,2010,1,19,7,4,-1,-1,-1,297,-4.0,80.0,1021.0,-1.0,NW,13.86,0.0,0.0
440,441,2010,1,19,8,4,-1,-1,-1,331,-4.0,74.0,1021.0,0.0,NW,0.89,0.0,0.0
441,442,2010,1,19,9,4,-1,-1,-1,323,-4.0,74.0,1021.0,0.0,NW,1.79,0.0,0.0
442,443,2010,1,19,10,4,-1,-1,-1,339,-4.0,74.0,1021.0,0.0,NW,0.89,0.0,0.0
443,444,2010,1,19,11,4,-1,-1,-1,301,-5.0,64.0,1021.0,1.0,NW,1.79,0.0,0.0
444,445,2010,1,19,12,4,-1,-1,-1,310,-5.0,64.0,1020.0,1.0,NE,0.89,0.0,0.0
445,446,2010,1,19,13,4,-1,-1,-1,305,-4.0,69.0,1019.0,1.0,NE,1.34,0.0,0.0
446,447,2010,1,19,14,4,-1,-1,-1,313,-4.0,69.0,1018.0,1.0,NE,0.89,0.0,0.0
447,448,2010,1,19,15,4,-1,-1,-1,336,-3.0,69.0,1018.0,2.0,NE,0.45,0.0,0.0
448,449,2010,1,19,16,4,-1,-1,-1,357,-3.0,69.0,1018.0,2.0,NE,1.34,0.0,0.0
449,450,2010,1,19,17,4,-1,-1,-1,485,-2.0,74.0,1018.0,2.0,NE,0.89,0.0,0.0
450,451,2010,1,19,18,4,-1,-1,-1,426,-3.0,74.0,1018.0,1.0,NW,0.89,0.0,0.0
451,452,2010,1,19,19,4,-1,-1,-1,403,-3.0,69.0,1020.0,2.0,NW,1.79,0.0,0.0
452,453,2010,1,19,20,4,-1,-1,-1,374,-3.0,74.0,1020.0,1.0,NW,4.92,0.0,0.0
453,454,2010,1,19,21,4,-1,-1,-1,333,-3.0,80.0,1021.0,0.0,NW,6.71,0.0,0.0
454,455,2010,1,19,22,4,-1,-1,-1,343,-3.0,80.0,1021.0,0.0,NW,8.5,0.0,0.0
455,456,2010,1,19,23,4,-1,-1,-1,364,-3.0,74.0,1020.0,1.0,NW,11.63,0.0,0.0
456,457,2010,1,20,0,4,-1,-1,-1,389,-2.0,86.0,1021.0,0.0,NW,14.76,0.0,0.0
457,458,2010,1,20,1,4,-1,-1,-1,368,-2.0,92.0,1022.0,-1.0,NW,16.55,0.0,0.0
458,459,2010,1,20,2,4,-1,-1,-1,267,-4.0,86.0,1022.0,-2.0,NW,19.68,0.0,0.0
459,460,2010,1,20,3,4,-1,-1,-1,71,-2.0,92.0,1023.0,-1.0,NW,25.49,0.0,0.0
460,461,2010,1,20,4,4,-1,-1,-1,81,-3.0,74.0,1023.0,1.0,NW,28.62,0.0,0.0
